% Generated by Discussion model node.4765.txt
% File generated on 2017/08/11 11:55:42

@relation pr1502466942068

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric
@attribute idPara numeric

@data
kunalspathak,"(Note from the CTC (Fishrock123): This thread is expected to garner a lot of attention. Comments that are not productive to discussing the technical aspects may be removed.)",FALSE,FALSE,28,0,0,0,TRUE,TRUE,FALSE,TRUE,0,1,1
kunalspathak,"Enable Node.js to optionally build and run on Microsoft's ChakraCore JavaScript engine.",FALSE,FALSE,12,0,1,1,TRUE,TRUE,FALSE,TRUE,0,1,2
kunalspathak,"We implemented a V8 API shim (aka chakrashim) which takes advantage of ChakraCore runtime hosting APIs (JSRT). This shim implements most essential V8 APIs so that the underlying JavaScript engine changes are transparent to Node.js and native addon modules written for V8.",FALSE,FALSE,42,0,2,2,TRUE,TRUE,FALSE,TRUE,0,1,3
kunalspathak,"Here is the summary of commits :",FALSE,FALSE,7,0,3,3,TRUE,FALSE,FALSE,TRUE,0,1,4
kunalspathak,"chakrashim source code",FALSE,FALSE,3,0,4,4,TRUE,FALSE,FALSE,TRUE,0,1,5
kunalspathak,"ChakraCore v1.1.0.1 source code",FALSE,FALSE,4,0,5,5,TRUE,FALSE,FALSE,TRUE,0,1,6
kunalspathak,"build script changes to build Node.js with ChakraCore on Windows OS for x86, x64 and ARM",FALSE,FALSE,16,0,6,6,TRUE,TRUE,FALSE,TRUE,0,1,7
kunalspathak,"node-gyp changes to build Node.js with ChakraCore on Windows OS for x86, x64 and ARM 1",FALSE,FALSE,16,0,7,7,TRUE,TRUE,FALSE,TRUE,0,1,8
kunalspathak,"gyp changes to to build chakrashim and ChakraCore on Windows OS for x86, x64 and ARM 2",FALSE,FALSE,17,0,8,8,TRUE,TRUE,FALSE,TRUE,0,1,9
kunalspathak,"node source code changes needed to run on ChakraCore",FALSE,FALSE,9,0,9,9,TRUE,TRUE,FALSE,TRUE,0,1,10
