% Generated by Discussion model rails.16485.txt
% File generated on 2017/08/09 19:32:25

@relation pr1502321545761

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric
@attribute idPara numeric

@data
rafaelfranca,"Can we avoid checking ActiveJob here? This is a high coupling between the two frameworks.",FALSE,FALSE,15,1,2,1,FALSE,TRUE,FALSE,TRUE,0,2,1
rafaelfranca,"I believe we should invert this dependency. Active Job should inject behaviour at Action Mailer when loaded, not Action Mailer that have to depend on Active Job.",FALSE,FALSE,27,2,4,1,FALSE,TRUE,TRUE,TRUE,0,3,1
seuros,"We need to prepend the mixin in actionmailer/base. We found out that prepend is not supported in ruby 1.9.3.Check this",FALSE,FALSE,20,3,6,1,FALSE,TRUE,FALSE,TRUE,0,4,1
jeremy,"IMO it's Action Mailer's job to be able to delay email. Active Job shouldn't care or know about that.",FALSE,FALSE,19,4,8,1,FALSE,TRUE,TRUE,TRUE,0,5,1
jeremy,"Rather than doing this check, we can always return a future message delivery. DeliverLater::MailMessageWrapper is a mouthful. Call it something like a MessageDelivery.",FALSE,FALSE,23,4,10,3,FALSE,TRUE,FALSE,TRUE,0,5,2
jeremy,"When people want to deliver it later, they call .deliver_later and that's that. The message isn't rendered, it's enqueued.",FALSE,FALSE,19,4,11,4,FALSE,TRUE,FALSE,TRUE,0,5,3
jeremy,"When people want to deliver it now, they call .deliver which passes through to the delegate object, the underlying Message.",FALSE,FALSE,20,4,12,5,FALSE,TRUE,FALSE,TRUE,0,5,4
jeremy,"So we preserve existing behavior and don't need special conditionals.",FALSE,FALSE,10,4,13,6,FALSE,TRUE,FALSE,TRUE,0,5,5
rafaelfranca,"I think We can make it work easily.",FALSE,FALSE,8,5,14,0,FALSE,TRUE,FALSE,TRUE,0,6,1
rafaelfranca,"First we need to move this definition of method_missing to a new module that we will included in the singleton class of ActionMailer::Base. After we only need to include the ActiveJob::DeliverLater module on ActionMailer::Base.singleton_class.",FALSE,FALSE,34,5,16,2,FALSE,TRUE,FALSE,TRUE,0,6,2
