% Generated by Discussion model rails.6685.txt
% File generated on 2017/08/11 11:55:43

@relation pr1502466943409

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric
@attribute idPara numeric

@data
tarcieri,"No one uses thread-safe mode because it's disabled by defaultThis makes thread-safe mode configuration over convention",FALSE,FALSE,16,0,0,0,TRUE,FALSE,FALSE,TRUE,0,1,1
tarcieri,"If thread-safe mode were the happy path, more people would use it",FALSE,FALSE,12,0,1,1,TRUE,FALSE,FALSE,TRUE,0,1,2
tenderlove,"TBH, I don't know why we have it disabled by default. Anyone know why?",FALSE,FALSE,14,3,5,1,FALSE,TRUE,FALSE,TRUE,0,4,1
drogus,"@tenderlove iirc it's disabled, because at the time it was added, much more gems and applications were not thread safe",FALSE,FALSE,20,6,9,1,FALSE,FALSE,FALSE,TRUE,0,7,1
drogus,"I would also turn it on by default.",FALSE,FALSE,8,6,10,2,FALSE,FALSE,FALSE,TRUE,0,7,2
collin,"In 3.2.x I've experienced that this can bite you due to differences in the way autoload works in development/production.",FALSE,FALSE,19,7,11,0,FALSE,TRUE,FALSE,TRUE,0,8,1
collin,"When I switched threadsafe! = true some files that looked like this:",FALSE,FALSE,12,7,12,1,FALSE,TRUE,FALSE,TRUE,0,8,2
collin,"Worked in development, but the app bit the dust in production because of the implicit Whatever module. If I understand correctly, autoload is not threadsafe. Is autoload going to be around in Rails 4 development mode?",FALSE,FALSE,36,7,13,2,FALSE,TRUE,FALSE,TRUE,0,8,3
collin,"If so, can anything be done about identifying this kind of error short of running the app in production mode before deploying? Or perhaps get the implicit module behavior working when autoloading is disabled?",FALSE,FALSE,34,7,15,4,FALSE,TRUE,FALSE,TRUE,0,8,4
collin,"edit: still ðŸ‘?",FALSE,FALSE,3,7,16,5,FALSE,FALSE,FALSE,TRUE,0,8,5
nahi,"I heard that Rails depends on atomicity of Hash#[]= for caching, but it's not true for JRuby. @tarcieri should know about it better though :)",FALSE,FALSE,25,8,18,1,FALSE,TRUE,TRUE,TRUE,0,9,1
tarcieri,"@nahi where specifically? ActiveSupport::Cache::MemoryStore, for example, synchronizes with a Monitor:",FALSE,TRUE,10,9,19,0,TRUE,TRUE,FALSE,TRUE,0,10,1
thedarkone,"@tarcieri here for example: resolver.rb#L35. See #6425 and other related tickets.",FALSE,FALSE,11,10,21,0,FALSE,TRUE,FALSE,TRUE,0,11,1
tarcieri,"@thedarkone @nahi aah, I think that might work  by accident  on JRuby now but should definitely get fixed upstream. @headius would be the one to ask",FALSE,TRUE,26,11,22,0,TRUE,TRUE,TRUE,TRUE,0,12,1
tsaleh,"ðŸ‘? turning this on by default forces the discovery of these issues.",FALSE,FALSE,12,12,23,0,FALSE,FALSE,FALSE,TRUE,0,13,1
nahi,"Yes @thedarkone, you're the person I thought of :-)",FALSE,TRUE,9,13,24,0,FALSE,TRUE,FALSE,TRUE,0,14,1
fxn,"To choose a default you need to ask yourself what is useful to most end-users. Well, the fact is that most projects are deployed using Passenger and Unicorn. Multi-process is dominant. Therefore, the default should be off in my view.",FALSE,FALSE,40,14,26,1,FALSE,TRUE,TRUE,TRUE,0,15,1
anildigital,"ðŸ‘? must go in.",FALSE,FALSE,4,15,27,0,FALSE,FALSE,FALSE,TRUE,0,16,1
stevenh512,"Is there still an issue with certain rake tasks (specifically db:seed and any other task that needs access to models) not working when threadsafe is enabled?",FALSE,FALSE,26,16,29,1,FALSE,TRUE,FALSE,TRUE,0,17,1
mcmire,"+1 on the idea. I don't think it'll be as easy as flipping a switch, but I think it's worth it we really start thinking about this and moving in this direction as a community. There's no reason why Rails shouldn't promote a multithreaded mindset by now, it seems like the next logical step after dropping Ruby 1.8. Also, yes it's true we use Passenger and Unicorn nowadays, and they're both great and I don't expect them to go away any time soon. But if I could use just one process in exchange for having to be more conscious about thread safety, that'd be great. (Seems crazy in Ruby-land but I think we've just gotten used to the status quo.)",FALSE,FALSE,120,17,31,1,FALSE,TRUE,TRUE,TRUE,0,18,1
headius,"So here's my question for anyone opposed...are you advocating that the default runtime mode for Rails be non-threadsafe? Really?",FALSE,TRUE,19,18,32,0,FALSE,TRUE,FALSE,TRUE,0,19,1
headius,"Threadsafe being on by default will mean bugs get caught sooner, performances issues from eagerly (or safely) loading libraries must be addressed, and there's no surprises when someone runs threadsafe on JRuby or Rubinius. There are now more implementations with parallel threads than there are GIL implementations. Perhaps it's time for thread safety to become the norm for Rails and all of Rubydom.",FALSE,TRUE,63,18,33,1,FALSE,TRUE,FALSE,TRUE,0,19,2
stevenh512,"@headius Just for the record (since I commented here), I'm +1 on this, I was just curious if the issue with rake tasks that need access to models still existed. In the little bit of testing I've done in the past couple days it doesn't seem to be an issue anymore. :)",FALSE,FALSE,52,19,34,0,FALSE,TRUE,FALSE,TRUE,0,20,1
headius,"@stevenh512 I'm not familiar with that issue, so I'll let others answer...",FALSE,TRUE,12,20,35,0,FALSE,TRUE,FALSE,TRUE,0,21,1
stevenh512,"In 3.0 (and if I recall correctly, earlier 3.1 releases) rake db:seed (or any rake task accessing models) with threadsafe enabled would raise an  undefined constant  error. Slightly annoying issue with a simple workaround, really.. but I can't reproduce it in 3.2.5 or edge Rails with threadsafe enabled.",FALSE,TRUE,48,21,36,0,FALSE,TRUE,FALSE,TRUE,0,22,1
josevalim,"Everyone taking part in this discussion and said ðŸ‘?, can you please turn config.threadsafe! in development today in your apps and report back how it goes?",FALSE,FALSE,26,22,37,0,FALSE,TRUE,FALSE,TRUE,0,23,1
josevalim,"I agree it is important to run it in development to catch bugs but we need to do our due diligence before we merge this patch and before we ship Rails 4. I would rather handle 80% of the bugs now than after Rails 4 just comes out.",FALSE,FALSE,48,22,38,1,FALSE,TRUE,FALSE,TRUE,0,23,2
josevalim,"About resolver, we are aware that it is not threadsafe but since it is a cache, it should not be a problem if we have concurrent read/writes (i.e. we don't need to put a lock around the whole template lookup, just around the data structure access), except that JRuby does raise an error when it happens. The solutions provided so far moves all the logic into the resolver, while I think it should be handled by the underlying data structure.",FALSE,FALSE,80,23,40,1,FALSE,TRUE,TRUE,TRUE,0,24,1
josevalim,"EDIT: removed possible solutions because they were redundant",FALSE,FALSE,8,23,41,2,FALSE,FALSE,FALSE,TRUE,0,24,2
tenderlove,"@nahi if we are relying on atomicity of Hash#[]= (or any other non-threadsafe data structure), I consider it a bug.",FALSE,TRUE,20,24,43,1,FALSE,TRUE,FALSE,TRUE,0,25,1
tenderlove,"I think the threadsafe! flag is misleading.  When you have threadsafe disabled, you're saying  I'm OK with running a non-deterministic system .  Most people are not OK with running a non-deterministic system, they just don't know it will become non-deterministic (even in MRI) when threads are introduced.  We cannot restrict users or libraries from using threads, and requiring people to a) track down that some library (or some user code) is using threads, then b) flip a magic switch that makes everything OK again seems like an unacceptable default.",FALSE,TRUE,91,24,45,3,FALSE,TRUE,FALSE,TRUE,0,25,2
tenderlove,"My true opinion is that Rails should just always be threadsafe and the config flag is removed.  But defaulting to threadsafe in the config settings seems like the most conservative approach for Rails 4.",FALSE,TRUE,35,24,47,5,FALSE,TRUE,TRUE,TRUE,0,25,3
tenderlove,"If code is slow, let's make it fast.",FALSE,TRUE,8,24,48,6,FALSE,FALSE,FALSE,TRUE,0,25,4
tenderlove,"If code is not threadsafe, let's make it threadsafe.",FALSE,TRUE,9,24,49,7,FALSE,FALSE,FALSE,TRUE,0,25,5
tenderlove,"We have to do those things anyway, let's not do it half way.",FALSE,TRUE,13,24,50,8,FALSE,FALSE,FALSE,TRUE,0,25,6
tarcieri,"Regarding threadsafe! mode in development, you are unlikely to see thread safety bugs in development because there's no contention, however you are likely to see autoload bugs which won't happen in production because production uses eager loading. Just my 2Â¢.",FALSE,TRUE,40,25,51,0,TRUE,TRUE,FALSE,TRUE,0,26,1
josevalim,"@tenderlove Agreed. I just wish we start doing our due diligence now, possibly backporting the latest thread safety fixes to 3-2-stable so we can try it out now. Based on my previous experience with config.threadsafe!, there were bugs related to autoload even in production mode where we eager load most of the stuff. Development mode uses another strategy for code loading, which may have even more thread-related bugs (I have no idea what will happen if two threads try to autoload the same constant at the same time via AS::Dependencies). Besides autoload I am also aware of issues in the resolver and possibly in the connection pool.",FALSE,FALSE,107,26,52,0,FALSE,TRUE,FALSE,TRUE,0,27,1
