% Generated by Discussion model node.4374.txt
% File generated on 2017/08/09 19:32:23

@relation pr1502321543985

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric
@attribute idPara numeric

@data
mcollina,"This PR adds support for:",FALSE,FALSE,5,0,0,0,TRUE,TRUE,FALSE,TRUE,0,1,1
mcollina,"socket.send(buf, port, host, [, callback])",FALSE,FALSE,5,0,1,1,TRUE,FALSE,FALSE,TRUE,0,1,2
mcollina,"socket.send([buf1, buf2, ... ], port, host, [, callback])",FALSE,FALSE,8,0,2,2,TRUE,FALSE,FALSE,TRUE,0,1,3
mcollina,"Fixes #4302.",FALSE,FALSE,2,0,3,3,TRUE,FALSE,FALSE,TRUE,0,1,4
mcollina,"This is probably missing some benchmarks, and might like an optimization pass, but I would like to get some feedbacks first :).",FALSE,FALSE,22,0,4,4,TRUE,TRUE,FALSE,TRUE,0,1,5
mcollina,"cc @ronkorving @indutny @saghul",FALSE,FALSE,4,0,5,5,TRUE,FALSE,FALSE,TRUE,0,1,6
indutny,"I guess arguments fit on the same line? ;)",FALSE,TRUE,9,1,6,0,FALSE,TRUE,FALSE,TRUE,0,2,1
indutny,"[ buffer ]",FALSE,TRUE,3,2,7,0,FALSE,FALSE,FALSE,TRUE,0,3,1
indutny,"What should we do about encoding?",FALSE,TRUE,6,3,9,1,FALSE,TRUE,TRUE,TRUE,0,4,1
indutny,"Did we actually support strings here?",FALSE,TRUE,6,4,11,1,FALSE,TRUE,FALSE,TRUE,0,5,1
indutny,"I think we didn't, I would not introduce APIs that convert strings to Buffers without using encoding. This seems to be inconsistent with the rest of the core.",FALSE,TRUE,28,5,13,1,FALSE,TRUE,FALSE,TRUE,0,6,1
mcollina,"dgram supports strings without encoding at this point. I'm up for supporting only Buffers in this new API.Strings without encoding are just  bad .",FALSE,FALSE,23,6,15,1,TRUE,TRUE,FALSE,TRUE,0,7,1
mcollina,"Original: https://github.com/nodejs/node/blob/master/lib/dgram.js#L253-L254",FALSE,FALSE,2,6,16,2,TRUE,FALSE,FALSE,TRUE,0,7,2
indutny,"Ah, I see it now. Yeah, this is weird, but I agree that we may fix it later.",FALSE,TRUE,18,7,17,0,FALSE,TRUE,FALSE,TRUE,0,8,1
mcollina,"Given that this API signature is new, I would fix it now if possible.",FALSE,FALSE,14,8,18,0,TRUE,TRUE,FALSE,TRUE,0,9,1
mcollina,"I'm ðŸ‘? to support only buffers in the 4 parameters send (the new one).Any other opinions?",FALSE,FALSE,16,8,20,2,TRUE,TRUE,FALSE,TRUE,0,9,2
indutny,"Please put it on the same line, it is going to fit here now.",FALSE,TRUE,14,9,21,0,FALSE,TRUE,FALSE,TRUE,0,10,1
indutny,"I feel like it could be potentially slower and will do excessive allocation. Perhaps we should just pass offset to the C++ layer?",FALSE,TRUE,23,10,23,1,FALSE,TRUE,TRUE,TRUE,0,11,1
mcollina,"I agree, that was done before and I cut it from here to get some feedback. However, I am struggling a bit to support both APIs through the same C++ function.Should I (partially) duplicate that, or should I use positional argument in the array for offset and length for each buffer?Or should I allocate a new object for each of this? You probably have some idea of what will behave better.",FALSE,FALSE,71,11,26,2,TRUE,TRUE,TRUE,TRUE,0,12,1
mcollina,"Basically I can pass [buf1, offset1, length1, buf2, offset2, length2, ...].",FALSE,FALSE,11,11,27,3,TRUE,TRUE,FALSE,TRUE,0,12,2
mcollina,"However I am not entirely sure this is worth the effort, but me and @mscdex disagree on this: #4302 (comment) #4302 (comment)",FALSE,FALSE,22,11,28,4,TRUE,TRUE,FALSE,TRUE,0,12,3
ronkorving,"If you're gonna send an array of buffers, I have no idea what the point of offset and length should be. It seems a rather useless feature (hence my initial proposal for a method called sendv instead). I honestly have no opinion as to what the semantics here should be, but if you can find any that make any sense at all, go for it. I don't think unix's sendmsg function actually takes these arguments when sending msg_iov.",FALSE,TRUE,78,12,30,1,FALSE,TRUE,TRUE,TRUE,0,13,1
ronkorving,"Now as far the  old  case when sending a single buffer, I don't think it should be incurring a slice penalty. Especially since in many calls offset will be 0, and length will be the total length anyway (those cases should be optimized out). The fact is though, that libuv only really seems to support sendmsg with a message object, and not a call with offset and length. The fact that Node exposes these may be legacy reasons (I don't know the history of it but can imagine that before libuv the sendmsg syscall was used differently).",FALSE,TRUE,97,12,32,3,FALSE,TRUE,TRUE,TRUE,0,13,2
ronkorving,"So long story short: using offset and length with an array of buffers is a weird pattern, but some semantics need to be found (eg: slicing while considering offset to apply to the first buffer(s), and length to apply to the buffers' collective size) and building a new array could do the trick). When sending a non-array however, cost should be no greater than it used to be.",FALSE,TRUE,68,12,34,5,FALSE,TRUE,TRUE,TRUE,0,13,3
mcollina,"If you're gonna send an array of buffers, I have no idea what the point of offset and length should be. It seems a rather useless feature (hence my initial proposal for a method called sendv instead). I honestly have no opinion as to what the semantics here should be, but if you can find any that make any sense at all, go for it. I don't think unix's sendmsg function actually takes these arguments when sending msg_iov.",FALSE,FALSE,78,13,35,0,TRUE,TRUE,TRUE,TRUE,0,14,1
mcollina,"I would really try to avoid code duplication for both cases, as I would not like to maintain both a 'send' and 'sendv' in C++ land. This is basically why I am asking this question. This is only relevant to the internal C++ API, not to the user-facing API, which would just be an array of buffers.",FALSE,FALSE,57,13,37,2,TRUE,TRUE,FALSE,TRUE,0,14,2
mcollina,"The fact is though, that libuv only really seems to support sendmsg with a message object, and not a call with offset and length. The fact that Node exposes these may be legacy reasons (I don't know the history of it but can imagine that before libuv the sendmsg syscall was used differently).",FALSE,FALSE,53,13,38,3,TRUE,TRUE,FALSE,TRUE,0,14,3
mcollina,"This is not correct. The point where we are currently using offset and length in C++ is: https://github.com/nodejs/node/blob/master/src/udp_wrap.cc#L267-L268. That structure that goes deep down into sendmsg, and it is where the magic happens. This is faster than slicing in JS land, however I have no idea how faster it is.",FALSE,FALSE,50,13,40,5,TRUE,TRUE,FALSE,TRUE,0,14,4
mcollina,"IMHO, having offset and length are kind of useless anyway because of UDP. Does anybody has a lib that is using those heavily to test it?",FALSE,FALSE,26,13,42,7,TRUE,TRUE,FALSE,TRUE,0,14,5
indutny,"We have similar APIs in fs module as well. I think I agree with using slice here, the whole API seems to be not that necessary, and I doubt that it is used that much. Thanks!",FALSE,TRUE,36,14,44,1,FALSE,TRUE,FALSE,TRUE,0,15,1
ronkorving,"Great start, thanks a ton :) What do the benchmarks say at this time?",FALSE,TRUE,14,15,45,0,FALSE,TRUE,FALSE,TRUE,0,16,1
mcollina,"Current benchmarks comes out slightly slower on the  old  API. These are possibly due to: #4374 (diff)",FALSE,FALSE,17,16,46,0,TRUE,TRUE,FALSE,TRUE,0,17,1
mcollina,"before:net/dgram.js len=1 num=100 type=send dur=5: 0.00120net/dgram.js len=1 num=100 type=recv dur=5: 0.00020net/dgram.js len=64 num=100 type=send dur=5: 0.07730net/dgram.js len=64 num=100 type=recv dur=5: 0.01255net/dgram.js len=256 num=100 type=send dur=5: 0.30837net/dgram.js len=256 num=100 type=recv dur=5: 0.04958net/dgram.js len=1024 num=100 type=send dur=5: 0.71537net/dgram.js len=1024 num=100 type=recv dur=5: 0.12022",FALSE,FALSE,41,16,47,1,TRUE,FALSE,FALSE,TRUE,0,17,2
