% Generated by Discussion model rails.24224.txt
% File generated on 2017/08/02 15:59:30

@relation pr1501703970252

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric

@data
danielrhodes,"A first stab at negotiating an acceptable protocol as was mentioned in #23976 @maclover7 @jeremy @javan",FALSE,FALSE,16,0,0,0,TRUE,FALSE,FALSE,TRUE,0,1
danielrhodes,"Going forward, if the ActionCable protocol changes, there ought to be some way for the client/server to negotiate this change and gracefully stop communicating if no common protocol can be established.",FALSE,FALSE,31,0,2,2,TRUE,TRUE,FALSE,TRUE,0,1
danielrhodes,"Using the Sec-Websocket-Protocol from the WebSocket spec, the client and server negotiate a protocol from a list. Most of the work is being done by the WebSocket driver and the web browser WebSocket client, so all this really does is make sure the client does not get into a bad state if the server has been upgraded and the client has not.",FALSE,FALSE,62,0,3,3,TRUE,TRUE,FALSE,TRUE,0,1
danielrhodes,"The browser websocket client automatically chooses to disconnect if the server does not respond with an acceptable protocol (this is not configurable), so instead of trying to reconnect (as this would not be useful), the client shuts down the monitor.",FALSE,FALSE,40,0,4,4,TRUE,TRUE,FALSE,TRUE,0,1
rails-bot,"Thanks for the pull request, and welcome! The Rails team is excited to review your changes, and you should hear from @arthurnn (or someone else) soon.",FALSE,FALSE,26,1,5,0,FALSE,TRUE,TRUE,TRUE,0,2
rails-bot,"If any changes to this PR are deemed necessary, please add them as extra commits. This ensures that the reviewer can see what has changed since they last reviewed the code. Due to the way GitHub handles out-of-date commits, this should also make it reasonably obvious what issues have or haven't been addressed. Large or tricky changes may require several passes of review and changes.",FALSE,FALSE,65,1,6,1,FALSE,TRUE,TRUE,TRUE,0,2
rails-bot,"Please see the contribution instructions for more information.",FALSE,FALSE,8,1,7,2,FALSE,TRUE,FALSE,TRUE,0,2
javan,"What browsers have you tested this in? I'm curious if protocols and onclose event codes are broadly supported. Unclear from documentation I've found online: https://developer.mozilla.org/en-US/docs/Web/API/WebSocket#Browser_compatibility and https://developer.mozilla.org/en-US/docs/Web/API/CloseEvent#Browser_compatibility",FALSE,TRUE,27,2,9,1,FALSE,TRUE,FALSE,TRUE,0,3
javan,"return is implicit in CoffeeScript, you can cut it.",FALSE,TRUE,9,3,10,0,FALSE,TRUE,FALSE,TRUE,0,4
javan,"More CoffeeScripty:",FALSE,TRUE,2,4,11,0,FALSE,TRUE,FALSE,TRUE,0,5
javan,"Also, why an additional log for 1006 only? Might as well log event.code, event.reason, and event.wasClean with every close.",FALSE,TRUE,19,5,13,1,FALSE,TRUE,FALSE,TRUE,0,6
javan,"In CoffeeScript you can do unless event.wasClean (or if not event.wasClean).",FALSE,TRUE,11,6,14,0,FALSE,TRUE,FALSE,TRUE,0,7
jeremy,"Cool! TIL that Sec-Websocket-Protocol is for subprotocol negotiation.",FALSE,TRUE,8,7,15,0,FALSE,TRUE,FALSE,TRUE,0,8
jeremy,"Can we bubble this up to the app in some way so it can react in the UI, e.g. show a prompt to reload the page or auto-reload it?",FALSE,TRUE,29,8,17,1,FALSE,TRUE,FALSE,TRUE,0,9
danielrhodes,"Yeah we need a way of telling the app why there was a hard disconnect. To be discussed, as there are other cases where we need this as well (e.g. authentication failure).",FALSE,FALSE,32,9,19,1,TRUE,TRUE,FALSE,TRUE,0,10
danielrhodes,"@javan Ok I tested it on Chrome, Safari, Firefox, and Mobile Safari. I don't have IE, but it does have the CloseEvent. Mobile Safari was the only one which behaved differently from the others (it did not automatically disconnect when the negotiation failed). Therefore, I changed the code to check the protocol negotiated to see if it is in the list the client knows it can accept and if not, to disconnect. I likewise took out that close event code stuff and checked the protocols as a way to decide if the monitor should be stopped. I think that should resolve your comments.",FALSE,FALSE,103,10,21,1,TRUE,TRUE,TRUE,TRUE,0,11
jeremy,"How about e.g. actioncable-v17-json? Tack on the transport encoding (which is always JSON now) and use a big chunky version that looks nothing like the AC version number since the only purpose is to break major compat (there are no  minor  changes).",FALSE,TRUE,42,11,23,1,FALSE,TRUE,FALSE,TRUE,0,12
jeremy,"Then the server can negotiate by parsing out the requested version and transfer encoding and picking the matching protocol handler for the conn.",FALSE,TRUE,23,11,24,2,FALSE,TRUE,FALSE,TRUE,0,12
matthewd,"Do we only want to version the ACa transport version, or also provide for an application-level value? I'm thinking of something equivalent to config.assets.version...",FALSE,FALSE,24,12,26,1,FALSE,TRUE,FALSE,TRUE,0,13
danielrhodes,"@jeremy This is a good idea.",FALSE,FALSE,6,13,27,0,TRUE,TRUE,FALSE,TRUE,0,14
danielrhodes,"@matthewd This kind of gets to a bigger question of how much backwards-compatibility we build into this.",FALSE,FALSE,17,14,28,0,TRUE,TRUE,FALSE,TRUE,0,15
danielrhodes,"If somebody wants to make their ActionCable server a publicly available resource, then backwards compatibility becomes important. Likewise, I made a Swift client for ActionCable and a changing protocol version becomes a real pain for the developer because the longer upgrade cycle becomes a chicken-and-egg problem.",FALSE,FALSE,46,14,30,2,TRUE,TRUE,FALSE,TRUE,0,15
danielrhodes,"On the other hand, if this is really only used so a person can communicate with their own backend in the browser, there doesn't need to be a lot of backwards compatibility built-in. Only enough so that the client can gracefully degrade until the next reload.",FALSE,FALSE,46,14,32,4,TRUE,TRUE,FALSE,TRUE,0,15
danielrhodes,"In either case, there is no benefit for the developer in being able to pin a version because if the server is able to support a version, it should because it's an internal protocol.",FALSE,FALSE,34,14,34,6,TRUE,TRUE,TRUE,TRUE,0,15
danielrhodes,"I'm interested to see what feedback we get about this.",FALSE,FALSE,10,14,35,7,TRUE,TRUE,FALSE,TRUE,0,15
jeremy,"App-level protocol versioning is interesting. It could be helpful, at minimum, to provide a big hammer so apps can wiggle out of a stale-client compatibility mess by bumping the protocol.",FALSE,TRUE,30,15,37,1,FALSE,TRUE,FALSE,TRUE,0,16
jeremy,"For other cases, like changing channel behavior, I'd lean to leaving it up to apps to make changes in a compatible way. But, heck, leaning on bumping the app proto version could be simpler in many of these cases too.",FALSE,TRUE,40,15,39,3,FALSE,TRUE,FALSE,TRUE,0,16
jeremy,"Good one to pass as a keyword arg, no need to keep @options around",FALSE,TRUE,14,16,40,0,FALSE,FALSE,FALSE,TRUE,0,17
jeremy,"Or glob the keyword args as websocket options:",FALSE,TRUE,8,18,41,0,FALSE,FALSE,FALSE,TRUE,0,19
danielrhodes,"Would be happy to do this as it is cleaner. I haven't seen much use of the Ruby keyword arguments in the Rails codebase, but I guess it's ok now?",FALSE,FALSE,30,19,42,0,TRUE,TRUE,FALSE,TRUE,0,20
danielrhodes,"UPDATE: Seems Ruby 2+ is now required for Rails 5, so I'll do the keyword args.",FALSE,FALSE,16,19,43,1,TRUE,TRUE,FALSE,TRUE,0,20
danielrhodes,"In the comments @jeremy pointed out that it would be helpful if there was some way the client could communicate to the app a reason for the disconnect. There isn't currently a global way of doing this, so any opinions on this? We can pass some sort of reason object through to the disconnect method like WebSocket does.",FALSE,FALSE,58,21,45,1,TRUE,TRUE,FALSE,TRUE,0,22
jeremy,"Do we need the || nil? Would only kick in if protocols was oddly false",FALSE,TRUE,15,23,47,0,FALSE,TRUE,FALSE,TRUE,0,24
javan,"This will prevent the connection monitor from infinitely attempting to reconnect (as noted in #23976 (comment)), but leaves you disconnected until you reload your browser. Think we should notify subscriptions of this state so they can manage / instruct reloading.",FALSE,TRUE,40,25,50,1,FALSE,TRUE,TRUE,TRUE,0,26
danielrhodes,"Yes, @jeremy wants something along these lines. I guess just a simple object with code and a reason passed into the disconnect method?",FALSE,FALSE,23,26,52,1,TRUE,TRUE,FALSE,TRUE,0,27
javan,"Yeah, I think that'd work fine. Would be cool to hot-reload the client-side js, but that's probably more trouble than it's worth for what will be an infrequent event.",FALSE,TRUE,29,27,53,0,FALSE,TRUE,FALSE,TRUE,0,28
danielrhodes,"I guess if you could plug into Sprockets somehow, you could pull a new version of the classes (perhaps namespaced differently for each asset build) and then hot swap in the ActionCable classes and reconnect. It would be super cool, but yes a lot of trouble.",FALSE,FALSE,46,28,55,1,TRUE,TRUE,FALSE,TRUE,0,29
