% Generated by Discussion model node.848.txt
% File generated on 2017/08/02 15:59:25

@relation pr1501703965743

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric

@data
vkurchatkin,"Internal modules can be used to share private code between public modules without risk to expose private APIs to the user.",FALSE,FALSE,21,0,0,0,TRUE,TRUE,FALSE,TRUE,0,1
vkurchatkin,"Later some flag (build time or runtime) could be added for making unit-testing possible.#569",FALSE,FALSE,14,0,1,1,TRUE,FALSE,FALSE,TRUE,0,1
seishun,"Does this actually help? Crazy people will just require('internal/freelist') in their code.",FALSE,FALSE,12,1,3,0,FALSE,TRUE,FALSE,TRUE,0,2
vkurchatkin,"that's the idea, they can't. require('internal/whatever/module) works only inside built-in modules. For users everything works as before. That is, if node_modules/internal/whatever/module.js exists, they will get it. Otherwise the will get an error",FALSE,FALSE,32,2,4,0,TRUE,TRUE,FALSE,TRUE,0,3
seishun,"Ah, I see now. I'm not sure if it's worth introducing such a framework for just one module which might get removed.",FALSE,FALSE,22,3,5,0,FALSE,TRUE,FALSE,TRUE,0,4
vkurchatkin,"It is not just for one module. The idea is to move there everything non-public bit by bit. freelist is the least of mine concerns, because it's not actually shared and could be embedded into _http_common. freelist was just chosen for illustrative and testing purposes.",FALSE,FALSE,45,4,6,0,TRUE,TRUE,FALSE,TRUE,0,5
thlorenz,"tl;dr if you use undocumented modules you run the risk of your code breaking, no need for us to fix anything here.",FALSE,FALSE,22,5,7,0,FALSE,FALSE,FALSE,TRUE,0,6
thlorenz,"Not a big fan of this feature.If someone uses things that aren't documented then there is a known risk that that code won't work in future versions.This is true for a lot more things than modules, i.e. functions on prototypes that aren't part of the API but used internally. Usually those are marked as _functionName.",FALSE,FALSE,55,5,8,1,FALSE,TRUE,FALSE,TRUE,0,6
thlorenz,"As an example inside readline-vim I depend on readline._ttyWrite but only consider myself lucky that the code didn't break due to the function name changing. However I knew that risk when I wrote that code.",FALSE,FALSE,35,5,9,2,FALSE,TRUE,FALSE,TRUE,0,6
thlorenz,"Same is true for any modules only to be used internally. If you wanna use them, fine but just know the risk. But if you start trying to encapsulate those you'd then also have to encapsulate the _private functions.",FALSE,FALSE,39,5,10,3,FALSE,TRUE,FALSE,TRUE,0,6
thlorenz,"From my experience in other OO environments I've come to the conclusion that encapsulation is overrated. Just let the users make the right decisions. Marking things private explicitly or implicitly (by not documenting them) should suffice.",FALSE,FALSE,36,5,11,4,FALSE,TRUE,TRUE,TRUE,0,6
brendanashworth,"I'm unsure about this change. Yes, developers using private modules causes hesitancy when putting breaking changes into the source and not bumping semver-major, but we have to draw the line somewhere - and I think that should be whether or not it is documented. The programmer should know what they are doing, and if they know what they are doing and want to require a private module, we shouldn't restrict them from doing that.",FALSE,FALSE,74,6,12,0,FALSE,TRUE,TRUE,TRUE,0,7
vkurchatkin,"What you are saying is absolutely right, but also purely theoretical. When time comes to remove something that was never documented we still HAVE TO evaluate the risks of removing to it. This is the burden I want to get rid of.",FALSE,FALSE,42,7,13,0,TRUE,TRUE,FALSE,TRUE,0,8
vkurchatkin,"However I knew that risk when I wrote that code.",FALSE,FALSE,10,7,14,1,TRUE,TRUE,FALSE,TRUE,0,8
vkurchatkin,"You know the risk, someone doesn't. Someone who requires you module doesn't. Removing this method can potentially break thousands of modules and the only person who knew the risk was you.",FALSE,FALSE,31,7,15,2,TRUE,TRUE,FALSE,TRUE,0,8
vkurchatkin,"But if you start trying to encapsulate those you'd then also have to encapsulate the _private functions.",FALSE,FALSE,17,7,16,3,TRUE,FALSE,FALSE,TRUE,0,8
vkurchatkin,"Not HAVE TO. But this would be good too, eventually.",FALSE,FALSE,10,7,17,4,TRUE,TRUE,FALSE,TRUE,0,8
vkurchatkin,"Marking things private explicitly or implicitly (by not documenting them) should suffice.",FALSE,FALSE,12,7,18,5,TRUE,FALSE,TRUE,TRUE,0,8
vkurchatkin,"This is exactly that, marking modules as private very explicitly.",FALSE,FALSE,10,7,19,6,TRUE,FALSE,FALSE,TRUE,0,8
thlorenz,"Not sure if it was clear, but I meant to stress implicitly (by not documenting them) should suffice above, meaning that no further action beyond not documenting is needed.",FALSE,FALSE,29,8,20,0,FALSE,TRUE,TRUE,TRUE,0,9
