% Generated by Discussion model rust.38165.txt
% File generated on 2017/08/02 15:59:34

@relation pr1501703974241

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric

@data
Yamakaky,"Fixes #37783.",FALSE,FALSE,2,0,0,0,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"Fix alignment of file paths for better readability",FALSE,FALSE,8,0,2,2,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"RUST_BACKTRACE=full prints all the informations (current behaviour)",FALSE,FALSE,7,0,3,3,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"RUST_BACKTRACE=(short|yes) is the default and does:",FALSE,FALSE,6,0,4,4,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"Skip irrelevant frames at the beginning and the endRemove function addressRemove the current directory from the absolute pathsRemove ::hfabe6541873 at the end of the symbols",FALSE,FALSE,25,0,5,5,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"RUST_BACKTRACE=(0|no) disables the backtrace.",FALSE,FALSE,4,0,6,6,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"RUST_BACKTRACE=<everything else> is equivalent to short forbackward compatibility.",FALSE,FALSE,8,0,7,7,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"More uniform printing across platforms.",FALSE,FALSE,5,0,9,9,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"Removed, TODO in a new PR:",FALSE,FALSE,6,0,10,10,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"Remove path prefix for libraries and libstd",FALSE,FALSE,7,0,11,11,TRUE,TRUE,FALSE,TRUE,0,1
Yamakaky,"Example of short backtrace:",FALSE,FALSE,4,0,12,12,TRUE,TRUE,FALSE,TRUE,0,1
rust-highfive,"Thanks for the pull request, and welcome! The Rust team is excited to review your changes, and you should hear from @brson (or someone else) soon.",FALSE,FALSE,26,1,15,0,FALSE,TRUE,TRUE,TRUE,0,2
rust-highfive,"If any changes to this PR are deemed necessary, please add them as extra commits. This ensures that the reviewer can see what has changed since they last reviewed the code. Due to the way GitHub handles out-of-date commits, this should also make it reasonably obvious what issues have or haven't been addressed. Large or tricky changes may require several passes of review and changes.",FALSE,FALSE,65,1,16,1,FALSE,TRUE,TRUE,TRUE,0,2
rust-highfive,"Please see the contribution instructions for more information.",FALSE,FALSE,8,1,17,2,FALSE,TRUE,FALSE,TRUE,0,2
Yamakaky,"Any idea about how I could get access to the build root path?Also, I'm thinking about using std::env::current_dir, but can I use it in the unwinding?",FALSE,FALSE,26,2,19,1,TRUE,TRUE,FALSE,TRUE,0,3
Yamakaky,"Result formatting with RUST_BACKTRACE=short:",FALSE,FALSE,4,3,20,0,TRUE,TRUE,FALSE,TRUE,0,4
Yamakaky,"and with RUST_BACKTRACE=full:",FALSE,FALSE,3,3,21,1,TRUE,TRUE,FALSE,TRUE,0,4
Yamakaky,"I plan to mask 1-8 and 12-16 with short. I think that's what you care about most of the time.",FALSE,FALSE,20,3,22,2,TRUE,TRUE,FALSE,TRUE,0,4
Mark-Simulacrum,"Those appear to be the same, did you copy the wrong thing in?",FALSE,FALSE,13,4,23,0,FALSE,FALSE,FALSE,TRUE,0,5
Yamakaky,"For now they are nearly the same, except the address which is not printed with short.An option would be to first construct a Vec<{demangled, addr, [files]}>, then print it. Is it OK to alloc in this place, though?Also, can I use std::env::current_dir in this place?",FALSE,FALSE,45,5,26,2,TRUE,TRUE,FALSE,TRUE,0,6
Yamakaky,"In fact, that may not be necessary. We can simply recognized the mangled form of std::panicking::*, rust_begin_unwind, main (14 in the stacktrace above) and _rust_maybe_catch_main to determine the range of frames to print, and use a double pass. That should catch most of the unwanted frames.",FALSE,FALSE,46,6,28,1,TRUE,TRUE,TRUE,TRUE,0,7
Yamakaky,"With panic! and without the ::h234567898765 part:",FALSE,FALSE,7,7,29,0,TRUE,FALSE,FALSE,TRUE,0,8
estebank,"I believe you should be able to accomplish item 4 in #37783 by doing something like",FALSE,FALSE,16,8,30,0,FALSE,FALSE,TRUE,TRUE,0,9
Yamakaky,"No, this loop only prints the at file:line lines.",FALSE,FALSE,9,9,31,0,TRUE,FALSE,FALSE,TRUE,0,10
Yamakaky,"It's getting better!",FALSE,FALSE,3,10,32,0,TRUE,FALSE,FALSE,TRUE,0,11
Yamakaky,"compared to",FALSE,FALSE,2,10,33,1,TRUE,FALSE,FALSE,TRUE,0,11
Yamakaky,"Added removal of path prefix. It prints ./<path> for files in the current directory, at builtin file <file> for std and such, and at library file <file> for libraries. For now, the path are hardcoded for my system. I need to get the buildroot path, and the paths from -L. Any idea?",FALSE,FALSE,52,11,34,0,TRUE,TRUE,FALSE,TRUE,0,12
Yamakaky,"Can someone test on windows?",FALSE,FALSE,5,12,35,0,TRUE,FALSE,FALSE,TRUE,0,13
Yamakaky,"Updated first post.r? @alexcrichton",FALSE,FALSE,4,13,36,0,TRUE,FALSE,FALSE,TRUE,0,14
alexcrichton,"This seems sort of suspicious, how come this was necessary?",FALSE,TRUE,10,14,38,1,FALSE,TRUE,FALSE,TRUE,0,15
Yamakaky,"See #38165 (comment)",FALSE,FALSE,3,15,39,0,TRUE,FALSE,FALSE,TRUE,0,16
alexcrichton,"These values seem to be quite subtle, could you be sure to comment as to their purpose here?",FALSE,TRUE,18,16,41,1,FALSE,TRUE,FALSE,TRUE,0,17
