% Generated by Discussion model rails.8638.txt
% File generated on 2017/08/09 19:32:27

@relation pr1502321547477

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric
@attribute idPara numeric

@data
bogdan,"Old result:",FALSE,FALSE,2,0,1,1,TRUE,TRUE,FALSE,TRUE,0,1,1
bogdan,"See that it is impossible to detect which Employment object is error related to.In order to fix that propose to use an index(as Employment could be new - we can not use an id).Only applied to collection associations.",FALSE,FALSE,38,0,2,2,TRUE,TRUE,FALSE,TRUE,0,1,2
bogdan,"New result",FALSE,FALSE,2,0,3,3,TRUE,FALSE,FALSE,TRUE,0,1,3
bogdan,"Live demo:http://rails-ajax-validation.herokuapp.com",FALSE,FALSE,2,0,4,4,TRUE,TRUE,FALSE,TRUE,0,1,4
senny,"The error messages should be available on the individual Employment instances. What is the benefit of aggregating them all on the containing object?",FALSE,FALSE,23,1,6,1,FALSE,TRUE,TRUE,TRUE,0,2,1
bogdan,"The benefit is that we can provide errors as the result of JSON api call and send them to a different server that doesn't know about objects we have.",FALSE,FALSE,29,2,8,1,TRUE,TRUE,FALSE,TRUE,0,3,1
bogdan,"When you can render a form using active record models and form_for helper it is not required. But when the generation context is different and you can only pass a data in between this is problem.",FALSE,FALSE,36,2,9,2,TRUE,TRUE,FALSE,TRUE,0,3,2
senny,"I see but I guess you could write the logic to aggregate the errors and then convert them to JSON. I'm not sure we should duplicate errors, that are already accessible through the object graph. To completely implement this feature (aggregating all child errors on the parent) you would also need to modify other validators. For example AssociatedValidator, which currently only adds  :invalid  but not the individual errors from the child.",FALSE,FALSE,71,3,11,1,FALSE,TRUE,TRUE,TRUE,0,4,1
senny,"@rafaelfranca @carlosantoniodasilva what do you think?",FALSE,FALSE,6,3,12,2,FALSE,FALSE,FALSE,TRUE,0,4,2
bogdan,"@senny  Errors aggregation code is only related to autosafe associations not specific validators. If you are using any validator including AssociatedValidator but not using autosafe associations this change won't affect you.",FALSE,FALSE,32,4,13,0,TRUE,TRUE,FALSE,TRUE,0,5,1
bogdan,"Follow though the source code: https://github.com/rails/rails/blob/master/activerecord/lib/active_record/autosave_association.rb#L286",FALSE,FALSE,6,4,14,1,TRUE,FALSE,FALSE,TRUE,0,5,2
rafaelfranca,"I'm not sure. I understand the reason to add those errors messages, but I don't like the idea to show more errors messages for the users.",FALSE,TRUE,26,5,16,1,FALSE,TRUE,FALSE,TRUE,0,6,1
rafaelfranca,"@josevalim thoughts?",FALSE,TRUE,2,5,17,2,FALSE,FALSE,FALSE,TRUE,0,6,2
bogdan,"@rafaelfranca As you can see Rails already adds error messages from associated models and doing it wrongly:Merging together errors from different models under same has_many association.",FALSE,FALSE,26,6,18,0,TRUE,TRUE,FALSE,TRUE,0,7,1
bogdan,"And this is wrong.I am not trying to make rails do something new, I am trying to fix already existing feature:",FALSE,FALSE,21,6,19,1,TRUE,TRUE,FALSE,TRUE,0,7,2
kmerz,"I have been waiting for a solution for this quite a while now. But I can't see how this commit will improve the situation.",FALSE,FALSE,24,7,20,0,FALSE,TRUE,FALSE,TRUE,0,8,1
kmerz,"After getting the hash with indexed error messages I still can't relate them to the records listed in my form, because the order of the records might differ with every request.",FALSE,FALSE,31,7,21,1,FALSE,TRUE,FALSE,TRUE,0,8,2
kmerz,"I see that using the id of the object can't be the solution either, because it does not exist for new records.",FALSE,FALSE,22,7,23,3,FALSE,TRUE,FALSE,TRUE,0,8,3
bogdan,"@kmerz according to html spec fields with same name are passed to backend with the same order they appear in DOM. I know this for sure because made a lot of features depending on this behavior that is compatible with every browser.",FALSE,FALSE,42,8,24,0,TRUE,TRUE,FALSE,TRUE,0,9,1
bogdan,"Rails itself already relies on this behavior, example of html generated by rails form builder:",FALSE,FALSE,15,8,25,1,TRUE,FALSE,FALSE,TRUE,0,9,2
bogdan,"See that nested attributes fields here has no index, but rails always know how to group them by models without mixing them up.So basically order is the only one thing we need to know when getting errors from collection association models.In the example above we can do the following to identify them: .education{:'data-error-key' =>  educations[#{index}] }",FALSE,FALSE,55,8,27,3,TRUE,TRUE,FALSE,TRUE,0,9,3
jalada,"I agree with @bogdan here. It seems broken to me to merge errors together and make it impossible to know which instance caused the validation to fail.",FALSE,FALSE,27,9,28,0,FALSE,TRUE,FALSE,TRUE,0,10,1
jalada,"The only thing I'm not sure about is the square bracket notation in the key for the hash, but I'm can't think of another way.  employments  => [{ company  => [ can't be blank ]}] ? Problem with that is if the first one doesn't have an error but the second one does you end up with  employments  => [[], { company  => [ can't be blank ]}] instead and that feels nasty too.",FALSE,FALSE,68,9,30,2,FALSE,TRUE,FALSE,TRUE,0,10,2
jalada,"And I guess the square bracket notation matches the way the parameters are passed from the browser to the app.",FALSE,FALSE,20,9,31,3,FALSE,TRUE,FALSE,TRUE,0,10,3
bogdan,"@jalada yeah, this is another way of solving this. I believe you mean empty hash instead of empty array here:  employments  => [{}, { company  => [ can't be blank ]}].",FALSE,TRUE,28,10,32,0,TRUE,TRUE,FALSE,TRUE,0,11,1
bogdan,"I would prefer  flat hash without nesting as it is in current PR. Maybe because of a way how I am using it.Also the way you suggested is less compatible with current implementation. It will require more code to change for apps that relies on this functionality already.",FALSE,TRUE,49,10,33,1,TRUE,TRUE,FALSE,FALSE,1,11,2
bogdan,"Spent some time to bring up a live demo of what this patch allows to do:",FALSE,TRUE,16,11,34,0,TRUE,TRUE,FALSE,TRUE,0,12,1
vitorbal,"+1, this is awesome and a much needed fix. Would love for this to be merged!",FALSE,FALSE,16,12,36,0,FALSE,TRUE,FALSE,TRUE,0,13,1
crosebrugh,"This is great patch, thanks.",FALSE,FALSE,5,13,37,0,FALSE,TRUE,FALSE,TRUE,0,14,1
crosebrugh,"Interesting side issue is that, for an existing parent record, validate_collection_association only checks (via its call to associated_records_to_validate_or_save) records that are deemed changed_for_autosave (or new records if autosave is false on the has_many).",FALSE,FALSE,33,13,38,1,FALSE,FALSE,FALSE,TRUE,0,14,2
crosebrugh,"This means that if I add a new validation to the association model that causes existing records to not be valid, those records are not checked.",FALSE,FALSE,26,13,39,2,FALSE,TRUE,FALSE,TRUE,0,14,3
crosebrugh,"Granted, this is a general issue in rails not in this patch, but it is of a similar flavor (issues with nested errors).",FALSE,FALSE,23,13,40,3,FALSE,FALSE,FALSE,TRUE,0,14,4
crosebrugh,"As a workaround I changed:",FALSE,FALSE,5,13,41,4,FALSE,TRUE,FALSE,TRUE,0,14,5
wrystr,"Hi I'm a beginner, in which version of rails is this pull available?",FALSE,FALSE,13,14,43,0,FALSE,TRUE,FALSE,TRUE,0,15,1
dmathieu,"@wiryasastra: this PR hasn't been merged yet. It's not in any version of rails.If it were merged right now, it wouldn't be available until 4.1 though.",FALSE,FALSE,26,15,44,0,FALSE,TRUE,FALSE,TRUE,0,16,1
wrystr,"This is a VERY IMPORTANT pull and should come to any version of rails, at least to 3.2!!",FALSE,FALSE,18,16,45,0,FALSE,TRUE,TRUE,TRUE,0,17,1
dmathieu,"There is a release process. The rails team tries to follow semver.Therefore, this being a new feature, it won't ever be released in a minor release. It can't be released in 3.2.",FALSE,FALSE,32,17,46,0,FALSE,TRUE,FALSE,TRUE,0,18,1
dredozubov,"+1 on this, i think it should be merged",FALSE,FALSE,9,18,47,0,FALSE,FALSE,TRUE,TRUE,0,19,1
sobrinho,"Random thought:",FALSE,FALSE,2,19,48,0,FALSE,TRUE,FALSE,TRUE,0,20,1
sobrinho,"Is better than:",FALSE,FALSE,3,19,49,1,FALSE,FALSE,FALSE,TRUE,0,20,2
sobrinho,"The former is more easy to parse.",FALSE,FALSE,7,19,50,2,FALSE,FALSE,FALSE,TRUE,0,20,3
sobrinho,"We could argue that items[0] is a JSON notation and items.0 not but in fact it is a string and not a full JSON object.",FALSE,FALSE,25,19,52,4,FALSE,TRUE,FALSE,TRUE,0,20,4
codesnik,"latter is also a  JSON Path  notation. But all implementations of JSON Path I've seen also parse  items.0.product  without any problems. We use  items.0.product  notation in our project already.",FALSE,FALSE,29,20,53,0,FALSE,TRUE,FALSE,TRUE,0,21,1
sobrinho,"@codesnik that's even better, I was thinking it was invalid syntax! :)",FALSE,FALSE,12,21,54,0,FALSE,TRUE,FALSE,TRUE,0,22,1
sobrinho,"Another random thought...",FALSE,FALSE,3,21,55,1,FALSE,FALSE,FALSE,TRUE,0,22,2
sobrinho,"Instead of dumping keys like that, we could dump a more complete object:",FALSE,FALSE,13,21,57,3,FALSE,TRUE,FALSE,TRUE,0,22,3
sobrinho,"So instead of parsing the keys, we just iterate over it.",FALSE,FALSE,11,21,58,4,FALSE,FALSE,FALSE,TRUE,0,22,4
bogdan,"This is a  json <=> keyvalue  conversion pseudo standard, one direction implemented in jQuery.param. Other direction live somewhere in Rack.",FALSE,TRUE,20,22,59,0,TRUE,TRUE,FALSE,TRUE,0,23,1
bogdan,"The need of it comes from a fact that form inputs can only be represented as keyvalue where name attribute is key and value attribute is value. While forms can represent a complicated objects structure.",FALSE,TRUE,35,22,60,1,TRUE,TRUE,FALSE,TRUE,0,23,2
bogdan,"In case of demo here: http://rails-ajax-validation.herokuapp.comThere is no need to parse errors.",FALSE,TRUE,12,22,61,2,TRUE,FALSE,FALSE,TRUE,0,23,3
bogdan,"But I understand the need of it. json <=> keyvalue  conversion have to be a standard implemented in both frameworks - jQuery and Rack.",FALSE,TRUE,23,22,62,3,TRUE,TRUE,FALSE,FALSE,1,23,4
bogdan,"I like a json format idea but it will cause more serious incompatibilities with current implementation.keyvalue format is a compromise.",FALSE,TRUE,20,22,63,4,TRUE,TRUE,FALSE,FALSE,1,23,5
bogdan,"There is 3rd party parsers available in case you need them:https://www.google.com.ua/search?q=jquery+param+reverse&client=ubuntu&channel=cs&oq=jquery+para&aqs=chrome.0.69i59j69i57j69i62l2.2507j0&sourceid=chrome&ie=UTF-8",FALSE,TRUE,11,22,64,5,TRUE,FALSE,FALSE,TRUE,0,23,6
danteoh,"@bogdan  have you heard anything from the core team on whether they're going to pull this in?",FALSE,FALSE,18,23,65,0,FALSE,FALSE,FALSE,TRUE,0,24,1
danteoh,"I'm currently just passing my models into a validator that effectively builds the same thing... but it doesn't rely on the existing nested validation framework",FALSE,FALSE,25,23,66,1,FALSE,FALSE,FALSE,TRUE,0,24,2
bogdan,"@danteoh no other discussion than here.",FALSE,TRUE,6,24,67,0,TRUE,FALSE,FALSE,TRUE,0,25,1
viniciuscb,"+1 to this feature. It is so much needed.",FALSE,FALSE,9,25,68,0,FALSE,TRUE,FALSE,TRUE,0,26,1
johnsinco,"+1.  We're facing the same problems with how to return JSON API error responses on dependent has_many relations.",FALSE,FALSE,19,26,69,0,FALSE,TRUE,FALSE,TRUE,0,27,1
alexspeller,"ðŸ‘? definitely needed.",FALSE,FALSE,3,28,71,0,FALSE,FALSE,FALSE,TRUE,0,29,1
rafaelfranca,"Still think we should not show more errors to users. Other thing to think about, how to handle backward compatibility with code that expects the old behavior?",FALSE,TRUE,27,34,78,1,FALSE,TRUE,TRUE,TRUE,0,35,1
bogdan,"@rafaelfranca it depends on who do you call   users .",FALSE,TRUE,10,35,79,0,TRUE,FALSE,FALSE,TRUE,0,36,1
bogdan,"If it is a Rails developer than I wouldn't agree. As a developer I want to see what is going on with my models and which one is invalid.",FALSE,TRUE,29,35,81,2,TRUE,TRUE,FALSE,TRUE,0,36,2
bogdan,"If it is a user of a rails application that see error after form submit than you would use full_messages method that merges all errors to array. Maybe after this patch we can add uniq to this method but I would not do it, rails developer should decide himself how errors should be displayed.",FALSE,TRUE,54,35,83,4,TRUE,TRUE,TRUE,TRUE,0,36,3
bogdan,"Regarding backward compatibility:I would introduce a configuration option that bring back old behaviour so that people can move to new behaviour more smoothly. We will remove this option a few versions later.",FALSE,TRUE,32,35,85,6,TRUE,TRUE,FALSE,TRUE,0,36,4
pjmorse,"It's not  showing more errors to users  so much as it's allowing the front end to tell the user accurately where the error lies.",FALSE,FALSE,24,36,87,1,FALSE,FALSE,FALSE,TRUE,0,37,1
rafaelfranca,"I would introduce a configuration option that bring back old behaviour so that people can move to new behaviour more smoothly. We will remove this option a few versions later.",FALSE,TRUE,30,37,88,0,FALSE,TRUE,FALSE,TRUE,0,38,1
rafaelfranca,"I really don't want to introduce another hidden configuration, but this would may be the only way to make this work.",FALSE,TRUE,21,37,89,1,FALSE,FALSE,FALSE,TRUE,0,38,2
rafaelfranca,"@rafaelfranca it depends on who do you call  users .",FALSE,TRUE,9,37,90,2,FALSE,FALSE,FALSE,TRUE,0,38,3
rafaelfranca,"It is the users of a Rails application. I agree developers should decide that but I'm concerned we may giving developers a bad default where every error is presented to the application users",FALSE,TRUE,33,37,92,4,FALSE,TRUE,TRUE,TRUE,0,38,4
sobrinho,"I don't see why it would be a bad default, we are exposing the nested errors which makes sense for me.",FALSE,FALSE,21,38,93,0,FALSE,TRUE,FALSE,TRUE,0,39,1
alexspeller,"It is the users of a Rails application. I agree developers should decide that but I'm concerned we may giving developers a bad default where every error is presented to the application users",FALSE,FALSE,33,39,94,0,FALSE,TRUE,TRUE,TRUE,0,40,1
alexspeller,"@rafaelfranca I think you may be misunderstanding the need for this patch - it is to allow highlighting the invalid field in  forms where there are nested objects. For example:",FALSE,FALSE,31,39,95,1,FALSE,TRUE,FALSE,TRUE,0,40,2
