% Generated by Discussion model node.3743.txt
% File generated on 2017/08/11 11:55:41

@relation pr1502466941350

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric
@attribute idPara numeric

@data
evanlucas,"Replace it with worker.voluntaryExit. Print deprecation message whengetting or setting until it is removed.",FALSE,FALSE,14,0,0,0,TRUE,TRUE,FALSE,TRUE,0,1,1
evanlucas,"Ref: #3721",FALSE,FALSE,2,0,1,1,TRUE,TRUE,FALSE,TRUE,0,1,2
MylesBorins,"Test suite passes locally fwiw",FALSE,FALSE,5,2,3,0,FALSE,FALSE,FALSE,TRUE,0,3,1
JungMinu,"please add exit, it was just voluntary -> it was just voluntary exit",FALSE,FALSE,13,3,4,0,FALSE,FALSE,FALSE,TRUE,0,4,1
JungMinu,"LGTM with one comment",FALSE,FALSE,4,4,5,0,FALSE,FALSE,FALSE,TRUE,0,5,1
mikeal," deprecate  is the wrong term here since you are ensuring exisiting compatibility. maybe  migrating  instead?",FALSE,FALSE,15,5,7,1,FALSE,FALSE,FALSE,TRUE,0,6,1
mikeal,"also, maybe not print the deprecation warning until the next major release.",FALSE,FALSE,12,6,8,0,FALSE,FALSE,FALSE,TRUE,0,7,1
MylesBorins,"do you need to watch for the 'suicide' action here to guarantee compatibility?",FALSE,FALSE,13,7,10,1,FALSE,FALSE,FALSE,TRUE,0,8,1
evanlucas,"since the message should only be internal, I don't think so. Unless you or someone else feel differently about it",FALSE,FALSE,20,8,12,1,TRUE,TRUE,TRUE,TRUE,0,9,1
MylesBorins,"makes sense to me 😄",FALSE,FALSE,5,9,13,0,FALSE,FALSE,FALSE,TRUE,0,10,1
jasnell,"LGTM but we need to be clear about the impact of this, however. It is quite likely a semver-major change (any time we talk about changing event names and deprecating existing terms we likely have to consider it a semver-major). That means getting a deprecation notice into v5 first, then not landing the actual change until v6.",FALSE,FALSE,57,10,14,0,FALSE,TRUE,FALSE,TRUE,0,11,1
mikeal,"@jasnell if it's backwards compatible why would it be a semver-major change?",FALSE,FALSE,12,11,15,0,FALSE,FALSE,FALSE,TRUE,0,12,1
jasnell,"I said  likely  ;-). The one part of this change that is potentially not backwards compatible is the event that's being triggered (https://github.com/nodejs/node/pull/3743/files#diff-0faa53fc02580d5de2ebb484c41d691cR696). Specifically, are we reasonably certain that this isn't breaking?",FALSE,TRUE,32,12,17,1,FALSE,TRUE,FALSE,TRUE,0,13,1
Qard,"A more boolean terminology like exitedVoluntarily might be a bit better. I could see someone thinking voluntaryExit is a function name.",FALSE,FALSE,21,13,19,1,FALSE,TRUE,FALSE,TRUE,0,14,1
evanlucas,"@jasnell I believe that those messages are only sent to/from a cluster by the cluster and workers.",FALSE,FALSE,17,14,20,0,TRUE,TRUE,FALSE,TRUE,0,15,1
jasnell,"Ok. If we're reasonably sure that it's not breaking, I'm good with semver-minor.",FALSE,TRUE,13,15,21,0,FALSE,TRUE,FALSE,TRUE,0,16,1
evanlucas,"@Qard I'm fine with either. If you feel strongly about it, I will change it",FALSE,FALSE,15,16,22,0,TRUE,TRUE,FALSE,TRUE,0,17,1
dandean,"Should this message include information about when (date or version) to expect deprecation to become removal?",FALSE,FALSE,16,17,24,1,FALSE,TRUE,FALSE,TRUE,0,18,1
mikeal,"Should be slated for a major version. Honestly, we should just merge this and then open another PR right away with the deprecation warning since master is v6.",FALSE,FALSE,28,18,25,0,FALSE,TRUE,TRUE,TRUE,0,19,1
evanlucas,"Should I just add a second commit? That way we can cherry-pick the first over to v5 and not the actual deprecation?",FALSE,FALSE,22,19,26,0,TRUE,TRUE,FALSE,TRUE,0,20,1
mikeal,"yes :)",FALSE,FALSE,2,20,27,0,FALSE,FALSE,FALSE,TRUE,0,21,1
Fishrock123,"Note: it's possible this could break if people are trying to enumerate the values of a worker object. I remember this happening with something http, though I think it will be less likely here.",FALSE,FALSE,34,21,29,1,FALSE,TRUE,FALSE,TRUE,0,22,1
Fishrock123,"At least for the short term, we should probably note that this used to be called suicide, just so people don't get confused who may have been using it.",FALSE,FALSE,29,22,30,0,FALSE,FALSE,TRUE,TRUE,0,23,1
Fishrock123,"(If we are landing in v5 or v4)",FALSE,FALSE,8,22,31,1,FALSE,FALSE,FALSE,TRUE,0,23,2
mikeal,"would it best to put ### worker.voluntaryExit (formerly worker.suicide)?",FALSE,FALSE,9,23,33,1,FALSE,FALSE,FALSE,TRUE,0,24,1
Fishrock123,"@ChALkeR I know you didn't feel for it, but could you run some npm analysis on the usage of this API if possible?",FALSE,FALSE,23,24,34,0,FALSE,TRUE,FALSE,TRUE,0,25,1
Fishrock123,"(Also cc @chrisdickinson)",FALSE,FALSE,3,24,35,1,FALSE,FALSE,FALSE,TRUE,0,25,2
Fishrock123,"As others have said I also think it may be worthwhile to think of a version of voluntaryExit that makes a little more sense as a boolean, if that's the kind of thing we want.",FALSE,FALSE,35,25,37,1,FALSE,TRUE,FALSE,TRUE,0,26,1
evanlucas,"Although long, if that is the way we want to go, I think exitedVoluntarily is the best",FALSE,FALSE,17,26,39,1,TRUE,TRUE,FALSE,TRUE,0,27,1
Fishrock123,"So long as we can avoid naming like exitedVoluntarilyFromWorkerProcess ala what a certain other programming language is often blamed for I think we are mostly fine.",FALSE,FALSE,26,27,41,1,FALSE,TRUE,FALSE,TRUE,0,28,1
evanlucas,"Updated to change to exitedVoluntarily. Also includes a commit that prints a deprecation warning.",FALSE,FALSE,14,28,42,0,TRUE,TRUE,FALSE,TRUE,0,29,1
mikeal,"hrm... I may have misspoke. since we tag the PR to automatically do the version updates we may need two PRs for the two commits since one is semver-minor and one is semver-major.",FALSE,FALSE,33,29,43,0,FALSE,TRUE,FALSE,TRUE,0,30,1
evanlucas,"ok, opened #3747 as the follow up",FALSE,FALSE,7,30,44,0,TRUE,FALSE,FALSE,TRUE,0,31,1
brendanashworth,"These tests should probably only be changed when / if .suicide is removed, that way we retain test coverage for it. One or two can be changed but not all of them.",FALSE,FALSE,32,31,45,0,FALSE,TRUE,TRUE,TRUE,0,32,1
ChALkeR,"Is soft-deprecation semver-minor?",FALSE,TRUE,3,32,46,0,FALSE,FALSE,FALSE,TRUE,0,33,1
ChALkeR,"See #1854 (comment) (by @isaacs).What's the actual policy here?",FALSE,TRUE,9,32,47,1,FALSE,TRUE,FALSE,TRUE,0,33,2
ChALkeR,"@ChALkeR I know you didn't feel for it, but could you run some npm analysis on the usage of this API if possible?",FALSE,TRUE,23,33,49,1,FALSE,TRUE,FALSE,TRUE,0,34,1
ChALkeR,"Will do when I'll get home (in a few hours), those stats are on my PC. I did a preliminary check that time and remember there being a little more than 100 modules using suicide, but I'm not sure if I remember things correctly.",FALSE,TRUE,44,33,50,2,FALSE,TRUE,FALSE,TRUE,0,34,2
ChALkeR,"Also note that cluster API is marked as stable.That property is not only exposed, it's documented as being a part of a stable API.",FALSE,TRUE,24,34,51,0,FALSE,TRUE,FALSE,TRUE,0,35,1
ChALkeR,"Compatibility with the npm ecosystem is a high priority, and will not be broken unless absolutely necessary.",FALSE,TRUE,17,34,52,1,FALSE,TRUE,FALSE,TRUE,0,35,2
ChALkeR,"This PR even in its current state looks like a semver-major to me.",FALSE,TRUE,13,34,53,2,FALSE,TRUE,FALSE,TRUE,0,35,3
evanlucas,"It is still an alias with a getter/setter, so it can still be used the same way it could before",FALSE,FALSE,20,35,54,0,TRUE,FALSE,FALSE,TRUE,0,36,1
ChALkeR,"It changes stable api documentation, soft-deprecating things.I will get home in a few hours and will elaborate my reasoning.",FALSE,TRUE,19,36,55,0,FALSE,FALSE,FALSE,TRUE,0,37,1
evanlucas,"Should I make the property enumerable?",FALSE,FALSE,6,37,56,0,TRUE,TRUE,FALSE,TRUE,0,38,1
OrangeDog,"Using  self  instead of  voluntarily  would be shorter, for those worried about that sort of thing.",FALSE,FALSE,16,38,57,0,FALSE,FALSE,FALSE,TRUE,0,39,1
Fishrock123,"I think this got lost in a commit, so:",FALSE,TRUE,9,39,58,0,FALSE,FALSE,FALSE,TRUE,0,40,1
Fishrock123,"Note: it's possible this could break if people are trying to enumerate the values of a worker object. I remember this happening with something http, though I think it will be less likely here.",FALSE,TRUE,34,39,60,2,FALSE,TRUE,FALSE,TRUE,0,40,2
Fishrock123,"This seems read-only anyways, setting it from the outside would be pointless and non-sensical.",FALSE,TRUE,14,40,62,1,FALSE,TRUE,FALSE,TRUE,0,41,1
Fishrock123,"(Edit, this likely isn't going to land in LTS, but even for stable it may be better.)",FALSE,TRUE,17,40,63,2,FALSE,TRUE,FALSE,TRUE,0,41,2
Fishrock123,"For reference, people sometimes do things that are incompatible with getters (unfortunately), so for an already released stable branch, this guarantees it's not breaking.",FALSE,TRUE,24,41,64,0,FALSE,FALSE,FALSE,TRUE,0,42,1
Fishrock123,"See #1591",FALSE,TRUE,2,41,65,1,FALSE,TRUE,FALSE,TRUE,0,42,2
Fishrock123,"A sub-heading might be fine.",FALSE,TRUE,5,42,66,0,FALSE,FALSE,FALSE,TRUE,0,43,1
Fishrock123,"A second commit should be added which removes this for the master branch.",FALSE,TRUE,13,42,67,1,FALSE,TRUE,TRUE,TRUE,0,43,2
evanlucas,"Should that just be in the semver-major pr?",FALSE,FALSE,8,43,68,0,TRUE,FALSE,FALSE,TRUE,0,44,1
Fishrock123,"Yeah it could be in the actual deprecation.",FALSE,TRUE,8,44,69,0,FALSE,FALSE,FALSE,TRUE,0,45,1
Fishrock123,"Since the language makes more sense to begin with, this can just be exitedVoluntarily, I think.",FALSE,TRUE,16,45,71,1,FALSE,TRUE,FALSE,TRUE,0,46,1
Fishrock123,"Can probably also be the same.",FALSE,TRUE,6,47,73,0,FALSE,FALSE,FALSE,TRUE,0,48,1
Fishrock123,"I'm noting voluntarily isn't easy to type, would willingly be better? http://www.thesaurus.com/browse/voluntarily",FALSE,TRUE,12,48,75,1,FALSE,TRUE,FALSE,TRUE,0,49,1
ChALkeR,"Ok, I'm at home now.",FALSE,TRUE,5,49,76,0,FALSE,TRUE,FALSE,TRUE,0,50,1
ChALkeR,"All of the below expresses my personal point of view (except for obvious facts and citations), please keep that in mind when reading. So, my reasoning:",FALSE,TRUE,26,49,77,1,FALSE,TRUE,FALSE,TRUE,0,50,2
ChALkeR,"This is a documented property in an API that is marked stable.«Stable» is documented as:",FALSE,TRUE,15,49,78,2,FALSE,TRUE,FALSE,TRUE,0,50,3
ChALkeR,"Stability: 2 - StableThe API has proven satisfactory. Compatibility with the npm ecosystemis a high priority, and will not be broken unless absolutely necessary.",FALSE,TRUE,24,49,79,3,FALSE,TRUE,FALSE,TRUE,0,50,4
ChALkeR,"The reason for removing this is non-technical.While I agree that this shouldn't be originally commited under that name, it's already there, used, and documented, and the removal/deprecation is not forced upon us by a thirdparty (as with v8) or a security issue.",FALSE,TRUE,42,49,80,4,FALSE,TRUE,TRUE,TRUE,0,50,5
ChALkeR,"Even _prefixed API changes (those are not documented and are viewed as «internal») broke things, and people got quite upset about that. See #1854 (and issues linked there).",FALSE,TRUE,28,49,81,5,FALSE,TRUE,FALSE,TRUE,0,50,6
ChALkeR,"Documentation is primary, especially for things marked as being «Stable», if there are no obvious mistakes in it. Changing documentation for a stable API is an important change, especially when an property is renamed or removed. I consider fixing the API to conform with documentation or removing/deprecating an undocumented property as a less important change then changing the documentation if it matches the API.",FALSE,TRUE,64,49,82,6,FALSE,TRUE,FALSE,TRUE,0,50,7
ChALkeR,"Speaking of the ecosystem breakage: this commit breaks it. It doesn't matter that the code doesn't throw warnings. For some, using even softly deprecated API is not acceptable, because they are concerned about support being removed in the the following release.",FALSE,TRUE,41,49,83,7,FALSE,TRUE,FALSE,TRUE,0,50,8
ChALkeR,"This commit and the deprecation warning commit would make people write something like w.hasOwnProperty('willinglyExited') ? w.willinglyExited : w.suicide instead of w.suicide. If they don't do that — they will be hitting deprecated API.Actual code samples (one per line):",FALSE,TRUE,38,49,84,8,FALSE,TRUE,FALSE,TRUE,0,50,9
ChALkeR,"Now imagine the above replacement for all of those cases. We would get:",FALSE,TRUE,13,49,85,9,FALSE,TRUE,FALSE,TRUE,0,50,10
ChALkeR,"And you can't tell them not to — some people still support 0.8, 0.12 is going to be supported by a lot of modules for a long time. Even if you introduce your new willinglyExited (or whatever it would be called) support in 4.x LTS — people would be still forced to check for it and use suicide.Any decision to deprecate this would cause a huge amount of work and a huge amount of ugly, unnecessary code.",FALSE,TRUE,77,49,87,11,FALSE,TRUE,FALSE,TRUE,0,50,11
ChALkeR,"Also note how people are declaring suicide on their own properties to match with worker (second line in the code block above). The previous point covers only trivial cases, there are things that are going to break worse, and will require even more non-functional code to work around that.",FALSE,TRUE,49,49,88,12,FALSE,TRUE,FALSE,TRUE,0,50,12
ChALkeR,"The original arguments for this change look to me like overdoing things.This word isn't offensive by itself, because it's not directed onto anyone. Specific usage of words could be offensive, without that words are just words. Dictionaries, Wikipedia, books — all those use that word and it doesn't make them bad or inappropriate.I agree though that in the current situation this specific choice of wording wasn't perfect, but I don't see how this justifies breaking things.If we start treating plain words as being offensive, then we have things a lot worse then suicide in the ecosystem.",FALSE,TRUE,96,49,90,14,FALSE,TRUE,FALSE,TRUE,0,50,13
ChALkeR,"I'm against this change, and I'm strongly against pulling that in as a semver-minor.",FALSE,TRUE,14,49,91,15,FALSE,TRUE,FALSE,TRUE,0,50,14
ChALkeR,"@Fishrock123 A list will follow in a few minutes.",FALSE,TRUE,9,49,92,16,FALSE,TRUE,FALSE,TRUE,0,50,15
ChALkeR,"Ah, a note: an alias could work if some people feel very serious about that wording and if that justifies adding an alias, but without the deprecation. Even in the documentation.",FALSE,TRUE,31,49,94,18,FALSE,TRUE,FALSE,TRUE,0,50,16
ChALkeR,"Grep for .suicide over npm modules: https://gist.github.com/ChALkeR/6b25950a20949195246d.There are, of course, both false negatives and false positives.",FALSE,TRUE,16,50,96,1,FALSE,TRUE,FALSE,TRUE,0,51,1
ChALkeR,"Also keep in mind that cluster module is probably likely to be used by the applications themselves (not by the libs), and a large amount of those are supposedly not packaged on npmjs.org.",FALSE,TRUE,33,50,97,2,FALSE,TRUE,FALSE,TRUE,0,51,2
Fishrock123,"The API has proven satisfactory.",FALSE,TRUE,5,51,98,0,FALSE,TRUE,FALSE,TRUE,0,52,1
Fishrock123,"Saying we can't realize it wasn't satisfactory is a bad trap.",FALSE,TRUE,11,51,99,1,FALSE,TRUE,FALSE,TRUE,0,52,2
Fishrock123,"The reason for removing this is non-technical.",FALSE,TRUE,7,51,100,2,FALSE,TRUE,FALSE,TRUE,0,52,3
Fishrock123,"The same argument could probably be used for nodejs/node@93e2830, @@objectTag or whatever the API called doesn't actually cause those to stop functioning.",FALSE,TRUE,22,51,101,3,FALSE,TRUE,FALSE,TRUE,0,52,4
Fishrock123,"Even _prefixed API changes (those are not documented and are viewed as «internal») broke things, and people got quite upset about that.",FALSE,TRUE,22,51,102,4,FALSE,TRUE,FALSE,TRUE,0,52,5
Fishrock123,"Which is why we need to be careful.",FALSE,TRUE,8,51,103,5,FALSE,TRUE,FALSE,TRUE,0,52,6
Fishrock123,"Documentation is primary, especially for things marked as being «Stable», if there are no obvious mistakes in it. Changing documentation for a stable API is an important change, especially when an property is renamed or removed. I consider fixing the API to conform with documentation or removing/deprecating an undocumented property as a less important change then changing the documentation if it matches the API.",FALSE,TRUE,64,51,104,6,FALSE,TRUE,FALSE,TRUE,0,52,7
Fishrock123,"That's not how we have worked. #2447 was deemed minor.",FALSE,TRUE,10,51,105,7,FALSE,TRUE,FALSE,TRUE,0,52,8
Fishrock123,"Heck we've even considered issuing deprecations on Object.observe and smalloc in Stable and LTS branches.",FALSE,TRUE,15,51,106,8,FALSE,TRUE,FALSE,TRUE,0,52,9
Fishrock123,"Speaking of the ecosystem breakage: this commit breaks it.",FALSE,TRUE,9,51,107,9,FALSE,TRUE,FALSE,TRUE,0,52,10
Fishrock123,"Clearly why we are working on that. Thanks. :)",FALSE,TRUE,9,51,108,10,FALSE,TRUE,FALSE,TRUE,0,52,11
Fishrock123,"This commit and the deprecation warning commit would make people write something like w.hasOwnProperty('willinglyExited') ? w.willinglyExited : w.suicide instead of w.suicide. If they don't do that — they will be hitting deprecated API.",FALSE,TRUE,33,51,109,11,FALSE,TRUE,FALSE,TRUE,0,52,12
Fishrock123,"Also note how people are declaring suicide on their own properties to match with worker (second line in the code block above). The previous point covers only trivial cases, there are things that are going to break worse, and will require even more non-functional code to work around that.",FALSE,TRUE,49,51,110,12,FALSE,TRUE,FALSE,TRUE,0,52,13
Fishrock123,"that's horrible and we should work to clean up after ourselves.",FALSE,TRUE,11,51,111,13,FALSE,FALSE,TRUE,TRUE,0,52,14
Fishrock123,"The original arguments for this change look to me like overdoing things.",FALSE,TRUE,12,51,112,14,FALSE,TRUE,FALSE,TRUE,0,52,15
Fishrock123,"community members have indicated in the original thread that is is painful for some of them, even if not to us.",FALSE,TRUE,21,51,113,15,FALSE,FALSE,FALSE,TRUE,0,52,16
jasnell,"Thank you for doing the analysis!On Nov 11, 2015 8:28 AM,  Сковорода �?икита �?ндреевич  <notifications@github.com> wrote:",FALSE,TRUE,16,52,114,0,FALSE,TRUE,FALSE,TRUE,0,53,1
jasnell,"Grep for .suicide over npm modules:https://gist.github.com/ChALkeR/6b25950a20949195246dThere are, of course, both false negatives and false positives.Also keep in mind that cluster module is probably likely to be used bythe applications themselves (not by the libs), and a large amount of thoseare supposedly not packaged on npmjs.org.",FALSE,TRUE,45,52,115,1,FALSE,TRUE,FALSE,TRUE,0,53,2
jasnell,"—Reply to this email directly or view it on GitHub#3743 (comment).",FALSE,TRUE,11,52,116,2,FALSE,TRUE,FALSE,TRUE,0,53,3
Fishrock123,"We should smoke-test those modules if possible against this.",FALSE,TRUE,9,53,117,0,FALSE,FALSE,TRUE,TRUE,0,54,1
Fishrock123,"I don't see anything trying to delete or otherwise to fancy detection of the old property, so a getter/setter seems fine.",FALSE,TRUE,21,53,119,2,FALSE,TRUE,FALSE,TRUE,0,54,2
Fishrock123,"@evanlucas I think making it enumerable would be a good idea though.",FALSE,TRUE,12,53,120,3,FALSE,TRUE,FALSE,TRUE,0,54,3
ChALkeR,"The same argument could probably be used for 93e2830, @@objectTag or whatever the API called doesn't actually cause those to stop functioning.",FALSE,TRUE,22,54,121,0,FALSE,TRUE,FALSE,TRUE,0,55,1
ChALkeR,"93e2830 was a soft-deprecation done in a semver-major (despite being labeled as a semver-minor) and those were not functioning correctly for some known cases. There was a reason for removing those.",FALSE,TRUE,31,54,122,1,FALSE,TRUE,FALSE,TRUE,0,55,2
ChALkeR,"That's not how we have worked. #2447 was deemed minor.",FALSE,TRUE,10,54,123,2,FALSE,TRUE,FALSE,TRUE,0,55,3
